codec.type,codec.name,clustering.type,workflow.overall_rate,p_min_errors
DNARS,high,BasicSet,0.09,0.0432344567559249
DNARS,high,BasicSet,0.1,0.05040012311480455
DNARS,high,BasicSet,0.11,0.05675784856879039
DNARS,high,BasicSet,0.12000000000000001,0.06396198830409357
DNARS,high,BasicSet,0.13,0.07094490612496153
DNARS,high,BasicSet,0.14000000000000004,0.07847606955986458
DNARS,high,BasicSet,0.15000000000000002,0.0859687596183441
DNARS,high,CDHit,0.0,0.0
DNARS,high,CDHit,0.01,0.0
DNARS,high,CDHit,0.02,0.0
DNARS,high,CDHit,0.030000000000000002,0.0
DNARS,high,CDHit,0.04,0.0
DNARS,high,CDHit,0.05,0.0
DNARS,high,CDHit,0.060000000000000005,0.0
DNARS,high,CDHit,0.07000000000000002,9.618344105878732e-06
DNARS,high,CDHit,0.08,4.809172052939366e-05
DNARS,high,CDHit,0.09,0.00021160357032933211
DNARS,high,CDHit,0.1,0.0006155740227762388
DNARS,high,CDHit,0.11,0.0018467220683287167
DNARS,high,CDHit,0.12000000000000001,0.004722606955986457
DNARS,high,CDHit,0.13,0.011869036626654355
DNARS,high,CDHit,0.14000000000000004,0.0213911972914743
DNARS,high,CDHit,0.15000000000000002,0.03623230224684518
DNARS,high,Clover,0.0,0.009686961291333647
DNARS,high,Clover,0.01,0.0
DNARS,high,Clover,0.02,0.0
DNARS,high,Clover,0.030000000000000002,0.0
DNARS,high,Clover,0.04,9.618344105878732e-06
DNARS,high,Clover,0.05,0.0
DNARS,high,Clover,0.060000000000000005,1.9236688211757463e-05
DNARS,high,Clover,0.07000000000000002,0.00013465681748230224
DNARS,high,Clover,0.08,0.0005290089258233302
DNARS,high,Clover,0.09,0.0014427516158818097
DNARS,high,Clover,0.1,0.003087488457987073
DNARS,high,Clover,0.11,0.0060307017543859654
DNARS,high,Clover,0.12000000000000001,0.010464758387196061
DNARS,high,Clover,0.13,0.014812249923053248
DNARS,high,Clover,0.14000000000000004,0.02267043705755617
DNARS,high,Clover,0.15000000000000002,0.030576715912588488
DNARS,high,LSH,0.0,0.0
DNARS,high,LSH,0.01,0.0
DNARS,high,LSH,0.02,0.0
DNARS,high,LSH,0.030000000000000002,0.0
DNARS,high,LSH,0.04,0.0
DNARS,high,LSH,0.05,0.0
DNARS,high,LSH,0.060000000000000005,0.0
DNARS,high,LSH,0.07000000000000002,1.9236688211757463e-05
DNARS,high,LSH,0.08,0.00017313019390581717
DNARS,high,LSH,0.09,0.000827177593105571
DNARS,high,LSH,0.1,0.002587334564481379
DNARS,high,LSH,0.11,0.006394675925925925
DNARS,high,LSH,0.12000000000000001,0.011996722846441947
DNARS,high,LSH,0.13,0.01958455165692008
DNARS,high,LSH,0.14000000000000004,0.02933821097883598
DNARS,high,LSH,0.15000000000000002,0.04172231125356125
DNARS,high,Starcode,0.0,0.0
DNARS,high,Starcode,0.01,0.0
DNARS,high,Starcode,0.02,0.0
DNARS,high,Starcode,0.030000000000000002,0.0
DNARS,high,Starcode,0.04,0.0005001538935056941
DNARS,high,Starcode,0.05,0.007281086488150201
DNARS,high,Starcode,0.060000000000000005,0.020150430901815942
DNARS,high,Starcode,0.07000000000000002,0.028845413973530316
DNARS,high,Starcode,0.08,0.03552054478301016
DNARS,high,Starcode,0.09,0.04273430286241921
DNARS,high,Starcode,0.1,0.049909587565404735
DNARS,high,Starcode,0.11,0.05723876577408433
DNARS,high,Starcode,0.12000000000000001,0.06405817174515235
DNARS,high,Starcode,0.13,0.07089681440443213
DNARS,high,Starcode,0.14000000000000004,0.07854339796860572
DNARS,high,Starcode,0.15000000000000002,0.08586295783317945
DNARS,low,BasicSet,0.0,0.0
DNARS,low,BasicSet,0.01,0.0
DNARS,low,BasicSet,0.02,0.0015271094000641643
DNARS,low,BasicSet,0.030000000000000002,0.005980109079242862
DNARS,low,BasicSet,0.04,0.011414821944177094
DNARS,low,BasicSet,0.05,0.017398139236445297
DNARS,low,BasicSet,0.060000000000000005,0.02329162656400385
DNARS,low,BasicSet,0.07000000000000002,0.030137953160089832
DNARS,low,BasicSet,0.08,0.037035611164581324
DNARS,low,BasicSet,0.09,0.04370869425729869
DNARS,low,BasicSet,0.1,0.05061918511389156
DNARS,low,BasicSet,0.11,0.05801732435033686
DNARS,low,BasicSet,0.12000000000000001,0.06497593840230992
DNARS,low,BasicSet,0.13,0.07264677574590953
DNARS,low,BasicSet,0.14000000000000004,0.07921719602181584
DNARS,low,BasicSet,0.15000000000000002,0.0867340391401989
DNARS,low,CDHit,0.0,0.0
DNARS,low,CDHit,0.01,0.0
DNARS,low,CDHit,0.02,0.0
DNARS,low,CDHit,0.030000000000000002,0.0
DNARS,low,CDHit,0.04,0.0
DNARS,low,CDHit,0.05,0.0
DNARS,low,CDHit,0.060000000000000005,0.0
DNARS,low,CDHit,0.07000000000000002,6.416426050689766e-06
DNARS,low,CDHit,0.08,3.8498556304138595e-05
DNARS,low,CDHit,0.09,0.00017645171639396856
DNARS,low,CDHit,0.1,0.0006897658004491498
DNARS,low,CDHit,0.11,0.002088546679499519
DNARS,low,CDHit,0.12000000000000001,0.005376965030478024
DNARS,low,CDHit,0.13,0.011469361565607955
DNARS,low,CDHit,0.14000000000000004,0.021844722489573306
DNARS,low,CDHit,0.15000000000000002,0.038591594481873596
DNARS,low,Clover,0.0,0.002508153946510111
DNARS,low,Clover,0.01,0.0
DNARS,low,Clover,0.02,0.0
DNARS,low,Clover,0.030000000000000002,0.0
DNARS,low,Clover,0.04,0.0
DNARS,low,Clover,0.05,6.416426050689766e-06
DNARS,low,Clover,0.060000000000000005,3.208213025344883e-05
DNARS,low,Clover,0.07000000000000002,0.00011870388193776067
DNARS,low,Clover,0.08,0.0005261469361565608
DNARS,low,Clover,0.09,0.0016008982996470965
DNARS,low,Clover,0.1,0.0031857555341674687
DNARS,low,Clover,0.11,0.005890279114533205
DNARS,low,Clover,0.12000000000000001,0.010118703881937762
DNARS,low,Clover,0.13,0.01564324671158165
DNARS,low,Clover,0.14000000000000004,0.02209817131857555
DNARS,low,Clover,0.15000000000000002,0.03011228745588707
DNARS,low,LSH,0.0,0.0
DNARS,low,LSH,0.01,0.0
DNARS,low,LSH,0.02,0.0
DNARS,low,LSH,0.030000000000000002,0.0
DNARS,low,LSH,0.04,0.0
DNARS,low,LSH,0.05,0.0
DNARS,low,LSH,0.060000000000000005,3.208213025344883e-06
DNARS,low,LSH,0.07000000000000002,2.5665704202759066e-05
DNARS,low,LSH,0.08,0.0001700352903432788
DNARS,low,LSH,0.09,0.0008918832210458775
DNARS,low,LSH,0.1,0.002655748233782916
DNARS,low,LSH,0.11,0.006827464222543817
DNARS,low,LSH,0.12000000000000001,0.012823491448854469
DNARS,low,LSH,0.13,0.021698576337751595
DNARS,low,LSH,0.14000000000000004,0.03240927419354839
DNARS,low,LSH,0.15000000000000002,0.046317991631799164
DNARS,low,Starcode,0.0,0.0
DNARS,low,Starcode,0.01,0.0
DNARS,low,Starcode,0.02,0.0
DNARS,low,Starcode,0.030000000000000002,3.208213025344883e-06
DNARS,low,Starcode,0.04,0.0009624639076034648
DNARS,low,Starcode,0.05,0.009903753609239653
DNARS,low,Starcode,0.060000000000000005,0.02143727943535451
DNARS,low,Starcode,0.07000000000000002,0.029829964709656723
DNARS,low,Starcode,0.08,0.03709977542508823
DNARS,low,Starcode,0.09,0.04383702277831248
DNARS,low,Starcode,0.1,0.050654475457170355
DNARS,low,Starcode,0.11,0.05791786974655118
DNARS,low,Starcode,0.12000000000000001,0.06503047802374078
DNARS,low,Starcode,0.13,0.07248315688161694
DNARS,low,Starcode,0.14000000000000004,0.07961822264998396
DNARS,low,Starcode,0.15000000000000002,0.08666987487969202
DNARS,medium,BasicSet,0.0,0.0
DNARS,medium,BasicSet,0.01,6.412229403919155e-06
DNARS,medium,BasicSet,0.02,0.0012888581101877501
DNARS,medium,BasicSet,0.030000000000000002,0.005456807222735201
DNARS,medium,BasicSet,0.04,0.010702010875141069
DNARS,medium,BasicSet,0.05,0.01675515543244075
DNARS,medium,BasicSet,0.060000000000000005,0.02275058992510516
DNARS,medium,BasicSet,0.07000000000000002,0.02922694162306351
DNARS,medium,BasicSet,0.08,0.03558146096234739
DNARS,medium,BasicSet,0.09,0.043231250641222935
DNARS,medium,BasicSet,0.1,0.05040653534420848
DNARS,medium,BasicSet,0.11,0.05645967990150816
DNARS,medium,BasicSet,0.12000000000000001,0.06398763722170925
DNARS,medium,BasicSet,0.13,0.07089360828973018
DNARS,medium,BasicSet,0.14000000000000004,0.07926797989124859
DNARS,medium,BasicSet,0.15000000000000002,0.0860008207653637
DNARS,medium,CDHit,0.0,0.0
DNARS,medium,CDHit,0.01,0.0
DNARS,medium,CDHit,0.02,0.0
DNARS,medium,CDHit,0.030000000000000002,0.0
DNARS,medium,CDHit,0.04,0.0
DNARS,medium,CDHit,0.05,0.0
DNARS,medium,CDHit,0.060000000000000005,6.412229403919155e-06
DNARS,medium,CDHit,0.07000000000000002,6.412229403919155e-06
DNARS,medium,CDHit,0.08,2.564891761567662e-05
DNARS,medium,CDHit,0.09,0.00025007694675284703
DNARS,medium,CDHit,0.1,0.0007181696932389453
DNARS,medium,CDHit,0.11,0.0023084025854108957
DNARS,medium,CDHit,0.12000000000000001,0.005245203652405868
DNARS,medium,CDHit,0.13,0.011170103621627167
DNARS,medium,CDHit,0.14000000000000004,0.021750282138093772
DNARS,medium,CDHit,0.15000000000000002,0.037588488765774086
DNARS,medium,Clover,0.0,0.008322880735862861
DNARS,medium,Clover,0.01,1.92722787542399e-05
DNARS,medium,Clover,0.02,6.412229403919155e-06
DNARS,medium,Clover,0.030000000000000002,0.0
DNARS,medium,Clover,0.04,0.0
DNARS,medium,Clover,0.05,0.0
DNARS,medium,Clover,0.060000000000000005,1.282445880783831e-05
DNARS,medium,Clover,0.07000000000000002,0.00021160357032933211
DNARS,medium,Clover,0.08,0.0007374063814507028
DNARS,medium,Clover,0.09,0.0014363393864778905
DNARS,medium,Clover,0.1,0.0033728326664614755
DNARS,medium,Clover,0.11,0.006187801374781985
DNARS,medium,Clover,0.12000000000000001,0.01047117061659998
DNARS,medium,Clover,0.13,0.016261413768338975
DNARS,medium,Clover,0.14000000000000004,0.023180209295167745
DNARS,medium,Clover,0.15000000000000002,0.030195188263055298
DNARS,medium,LSH,0.0,0.0
DNARS,medium,LSH,0.01,0.0
DNARS,medium,LSH,0.02,0.0
DNARS,medium,LSH,0.030000000000000002,0.0
DNARS,medium,LSH,0.04,0.0
DNARS,medium,LSH,0.05,0.0
DNARS,medium,LSH,0.060000000000000005,0.0
DNARS,medium,LSH,0.07000000000000002,0.0
DNARS,medium,LSH,0.08,0.00019236688211757464
DNARS,medium,LSH,0.09,0.000788704216682056
DNARS,medium,LSH,0.1,0.002564891761567662
DNARS,medium,LSH,0.11,0.00628858024691358
DNARS,medium,LSH,0.12000000000000001,0.011236902168274717
DNARS,medium,LSH,0.13,0.02004554602266709
DNARS,medium,LSH,0.14000000000000004,0.03006753062117235
DNARS,medium,LSH,0.15000000000000002,0.04299262855088098
DNARS,medium,Starcode,0.0,0.0
DNARS,medium,Starcode,0.01,0.0
DNARS,medium,Starcode,0.02,0.0
DNARS,medium,Starcode,0.030000000000000002,0.0
DNARS,medium,Starcode,0.04,0.0005899251051605622
DNARS,medium,Starcode,0.05,0.007290704832256079
DNARS,medium,Starcode,0.060000000000000005,0.020461424027906024
DNARS,medium,Starcode,0.07000000000000002,0.029028162511542013
DNARS,medium,Starcode,0.08,0.03601749256181389
DNARS,medium,Starcode,0.09,0.04337873191751308
DNARS,medium,Starcode,0.1,0.05012439725043603
DNARS,medium,Starcode,0.11,0.056876474812762895
DNARS,medium,Starcode,0.12000000000000001,0.06395557607468966
DNARS,medium,Starcode,0.13,0.07104750179542424
DNARS,medium,Starcode,0.14000000000000004,0.07769057145788448
DNARS,medium,Starcode,0.15000000000000002,0.08534677336616395
Goldman,default,BasicSet,0.0,0.0
Goldman,default,BasicSet,0.01,0.0
Goldman,default,BasicSet,0.02,0.00038082873525911503
Goldman,default,BasicSet,0.030000000000000002,0.003449096613653576
Goldman,default,BasicSet,0.04,0.00825056799740344
Goldman,default,BasicSet,0.05,0.013564859893973817
Goldman,default,BasicSet,0.060000000000000005,0.019604024667315804
Goldman,default,BasicSet,0.07000000000000002,0.02575354322189765
Goldman,default,BasicSet,0.08,0.03192253597316889
Goldman,default,BasicSet,0.09,0.0386670994265931
Goldman,default,BasicSet,0.1,0.04539218868332792
Goldman,default,BasicSet,0.11,0.052270907713945686
Goldman,default,BasicSet,0.12000000000000001,0.0589592123769339
Goldman,default,BasicSet,0.13,0.06579898301417289
Goldman,default,BasicSet,0.14000000000000004,0.07335929892891918
Goldman,default,BasicSet,0.15000000000000002,0.07982689602942766
Goldman,default,CDHit,0.0,0.006179908387300584
Goldman,default,CDHit,0.01,2.8143645164921763e-05
Goldman,default,CDHit,0.02,2.1637996321540625e-06
Goldman,default,CDHit,0.030000000000000002,6.491398896462187e-06
Goldman,default,CDHit,0.04,0.0
Goldman,default,CDHit,0.05,0.0
Goldman,default,CDHit,0.060000000000000005,0.0
Goldman,default,CDHit,0.07000000000000002,2.1637996321540625e-06
Goldman,default,CDHit,0.08,4.327599264308125e-06
Goldman,default,CDHit,0.09,2.1637996321540626e-05
Goldman,default,CDHit,0.1,0.00016444877204370876
Goldman,default,CDHit,0.11,0.0007356918749323812
Goldman,default,CDHit,0.12000000000000001,0.0027415341339391973
Goldman,default,CDHit,0.13,0.006841934436871146
Goldman,default,CDHit,0.14000000000000004,0.014739803094233474
Goldman,default,CDHit,0.15000000000000002,0.02657795088174835
Goldman,default,Clover,0.0,0.05567452991452991
Goldman,default,Clover,0.01,0.0013531291940382848
Goldman,default,Clover,0.02,0.00043028418314459505
Goldman,default,Clover,0.030000000000000002,0.0003770739064856712
Goldman,default,Clover,0.04,0.000103862382343395
Goldman,default,Clover,0.05,0.0001211727794006275
Goldman,default,Clover,0.060000000000000005,0.0001514659742507844
Goldman,default,Clover,0.07000000000000002,0.0005020015146597425
Goldman,default,Clover,0.08,0.0007486746727253056
Goldman,default,Clover,0.09,0.001657470518230012
Goldman,default,Clover,0.1,0.0042280644812290385
Goldman,default,Clover,0.11,0.007445634534242128
Goldman,default,Clover,0.12000000000000001,0.01276209023044466
Goldman,default,Clover,0.13,0.019651628259223196
Goldman,default,Clover,0.14000000000000004,0.028813155901763494
Goldman,default,Clover,0.15000000000000002,0.04031158714703019
Goldman,default,LSH,0.0,0.019220093897979778
Goldman,default,LSH,0.01,0.0
Goldman,default,LSH,0.02,0.0
Goldman,default,LSH,0.030000000000000002,0.0
Goldman,default,LSH,0.04,0.0
Goldman,default,LSH,0.05,0.0
Goldman,default,LSH,0.060000000000000005,1.0818998160770313e-05
Goldman,default,LSH,0.07000000000000002,8.006058638970032e-05
Goldman,default,LSH,0.08,0.00040895813047711784
Goldman,default,LSH,0.09,0.0018396954330101962
Goldman,default,LSH,0.1,0.004658660608027696
Goldman,default,LSH,0.11,0.010308341447581953
Goldman,default,LSH,0.12000000000000001,0.018923817505018415
Goldman,default,LSH,0.13,0.03201333871044678
Goldman,default,LSH,0.14000000000000004,0.045421866006364095
Goldman,default,LSH,0.15000000000000002,0.0600595898305822
Goldman,default,Starcode,0.0,0.0
Goldman,default,Starcode,0.01,0.0
Goldman,default,Starcode,0.02,0.0
Goldman,default,Starcode,0.030000000000000002,0.0
Goldman,default,Starcode,0.04,2.1637996321540625e-06
Goldman,default,Starcode,0.05,0.000828735259115006
Goldman,default,Starcode,0.060000000000000005,0.007376392946013199
Goldman,default,Starcode,0.07000000000000002,0.020119008979768472
Goldman,default,Starcode,0.08,0.030723790976955535
Goldman,default,Starcode,0.09,0.03845937466190631
Goldman,default,Starcode,0.1,0.04530347289840961
Goldman,default,Starcode,0.11,0.051885751379422265
Goldman,default,Starcode,0.12000000000000001,0.059145299145299146
Goldman,default,Starcode,0.13,0.06640917451044033
Goldman,default,Starcode,0.14000000000000004,0.07317537596018608
Goldman,default,Starcode,0.15000000000000002,0.07999783620036785
HEDGES,low,BasicSet,0.0,0.0
HEDGES,low,BasicSet,0.01,0.0
HEDGES,low,BasicSet,0.02,0.00110015020500954
HEDGES,low,BasicSet,0.030000000000000002,0.0050623147809848576
HEDGES,low,BasicSet,0.04,0.01041286079649251
HEDGES,low,BasicSet,0.05,0.016035399667113225
HEDGES,low,BasicSet,0.060000000000000005,0.02202330207445297
HEDGES,low,BasicSet,0.07000000000000002,0.02879876588316486
HEDGES,low,BasicSet,0.08,0.03539560751836967
HEDGES,low,BasicSet,0.09,0.04209799861973775
HEDGES,low,BasicSet,0.1,0.0488085089108107
HEDGES,low,BasicSet,0.11,0.055608330288637195
HEDGES,low,BasicSet,0.12000000000000001,0.06374781796776682
HEDGES,low,BasicSet,0.13,0.07021881216254618
HEDGES,low,BasicSet,0.14000000000000004,0.07783055251085941
HEDGES,low,BasicSet,0.15000000000000002,0.08435432143872042
HEDGES,low,CDHit,0.0,2.1028371478799194e-05
HEDGES,low,CDHit,0.01,2.1028371478799194e-05
HEDGES,low,CDHit,0.02,2.1028371478799194e-05
HEDGES,low,CDHit,0.030000000000000002,2.1028371478799194e-05
HEDGES,low,CDHit,0.04,0.00016774020397208802
HEDGES,low,CDHit,0.05,0.00029303661283165466
HEDGES,low,CDHit,0.060000000000000005,0.0008359612312632946
HEDGES,low,CDHit,0.07000000000000002,0.0011681093842219163
HEDGES,low,CDHit,0.08,0.001723000219957475
HEDGES,low,CDHit,0.09,0.0018889431688650057
HEDGES,low,CDHit,0.1,0.002274647429648405
HEDGES,low,CDHit,0.11,0.002857954776113344
HEDGES,low,CDHit,0.12000000000000001,0.0060650347095359885
HEDGES,low,CDHit,0.13,0.012214044323129915
HEDGES,low,CDHit,0.14000000000000004,0.022299354524418464
HEDGES,low,CDHit,0.15000000000000002,0.03766086144602769
HEDGES,low,Clover,0.0,0.5237381309345328
HEDGES,low,Clover,0.01,0.05617673352724159
HEDGES,low,Clover,0.02,0.028709039054769802
HEDGES,low,Clover,0.030000000000000002,0.017925486568355374
HEDGES,low,Clover,0.04,0.01578596666578991
HEDGES,low,Clover,0.05,0.014492753623188406
HEDGES,low,Clover,0.060000000000000005,0.014200561009817671
HEDGES,low,Clover,0.07000000000000002,0.012248741113129754
HEDGES,low,Clover,0.08,0.014636530940878767
HEDGES,low,Clover,0.09,0.019903982435012003
HEDGES,low,Clover,0.1,0.020202144402911664
HEDGES,low,Clover,0.11,0.026345259406393814
HEDGES,low,Clover,0.12000000000000001,0.032730962977453905
HEDGES,low,Clover,0.13,0.03863372710488048
HEDGES,low,Clover,0.14000000000000004,0.04668393740173196
HEDGES,low,Clover,0.15000000000000002,0.05708453292994355
HEDGES,low,LSH,0.0,0.00046157868078362173
HEDGES,low,LSH,0.01,4.059594852433727e-06
HEDGES,low,LSH,0.02,0.0
HEDGES,low,LSH,0.030000000000000002,0.0
HEDGES,low,LSH,0.04,0.0
HEDGES,low,LSH,0.05,0.0
HEDGES,low,LSH,0.060000000000000005,4.059594852433727e-06
HEDGES,low,LSH,0.07000000000000002,2.4357569114602366e-05
HEDGES,low,LSH,0.08,0.00023139690658872242
HEDGES,low,LSH,0.09,0.000966183574879227
HEDGES,low,LSH,0.1,0.002725515045167999
HEDGES,low,LSH,0.11,0.006819641216968633
HEDGES,low,LSH,0.12000000000000001,0.013751831949193943
HEDGES,low,LSH,0.13,0.02225908685748242
HEDGES,low,LSH,0.14000000000000004,0.033968677217325466
HEDGES,low,LSH,0.15000000000000002,0.047393305648671634
HEDGES,low,Starcode,0.0,0.00010766045548654244
HEDGES,low,Starcode,0.01,0.0
HEDGES,low,Starcode,0.02,0.0
HEDGES,low,Starcode,0.030000000000000002,0.0
HEDGES,low,Starcode,0.04,0.00018674136321195143
HEDGES,low,Starcode,0.05,0.005594121706653676
HEDGES,low,Starcode,0.060000000000000005,0.01777290626395486
HEDGES,low,Starcode,0.07000000000000002,0.02786099947225267
HEDGES,low,Starcode,0.08,0.03498964803312629
HEDGES,low,Starcode,0.09,0.04224008443957293
HEDGES,low,Starcode,0.1,0.04922258758575894
HEDGES,low,Starcode,0.11,0.05622132911135469
HEDGES,low,Starcode,0.12000000000000001,0.06334591807737587
HEDGES,low,Starcode,0.13,0.06982097186700767
HEDGES,low,Starcode,0.14000000000000004,0.07703081232492996
HEDGES,low,Starcode,0.15000000000000002,0.08394836195347705
HEDGES,medium,BasicSet,0.0,0.0
HEDGES,medium,BasicSet,0.01,0.0
HEDGES,medium,BasicSet,0.02,0.0011253797293565313
HEDGES,medium,BasicSet,0.030000000000000002,0.005419773543220105
HEDGES,medium,BasicSet,0.04,0.0107981220657277
HEDGES,medium,BasicSet,0.05,0.016404308202154102
HEDGES,medium,BasicSet,0.060000000000000005,0.022990886495443248
HEDGES,medium,BasicSet,0.07000000000000002,0.028990610328638495
HEDGES,medium,BasicSet,0.08,0.03571527202430268
HEDGES,medium,BasicSet,0.09,0.042833471416735706
HEDGES,medium,BasicSet,0.1,0.04949599558133112
HEDGES,medium,BasicSet,0.11,0.05623446561723281
HEDGES,medium,BasicSet,0.12000000000000001,0.06431924882629107
HEDGES,medium,BasicSet,0.13,0.07105771886219277
HEDGES,medium,BasicSet,0.14000000000000004,0.07869373101353216
HEDGES,medium,BasicSet,0.15000000000000002,0.08501795084230876
HEDGES,medium,CDHit,0.0,4.1629084853951296e-05
HEDGES,medium,CDHit,0.01,3.469090404495941e-05
HEDGES,medium,CDHit,0.02,2.775272323596753e-05
HEDGES,medium,CDHit,0.030000000000000002,3.469090404495941e-05
HEDGES,medium,CDHit,0.04,2.775272323596753e-05
HEDGES,medium,CDHit,0.05,0.00019388701926406027
HEDGES,medium,CDHit,0.060000000000000005,0.00014555838970832874
HEDGES,medium,CDHit,0.07000000000000002,0.0001587959127312897
HEDGES,medium,CDHit,0.08,0.00036663991809402586
HEDGES,medium,CDHit,0.09,0.00020022093344380004
HEDGES,medium,CDHit,0.1,0.0007187383377793749
HEDGES,medium,CDHit,0.11,0.002133388566694283
HEDGES,medium,CDHit,0.12000000000000001,0.004901960784313725
HEDGES,medium,CDHit,0.13,0.010646230323115161
HEDGES,medium,CDHit,0.14000000000000004,0.01980115990057995
HEDGES,medium,CDHit,0.15000000000000002,0.037351560342446834
HEDGES,medium,Clover,0.0,0.047725845518973714
HEDGES,medium,Clover,0.01,0.0009399023623814601
HEDGES,medium,Clover,0.02,0.00064461572585117
HEDGES,medium,Clover,0.030000000000000002,0.00016602562328786076
HEDGES,medium,Clover,0.04,0.00032449599558133114
HEDGES,medium,Clover,0.05,0.0004211543772438553
HEDGES,medium,Clover,0.060000000000000005,0.00030378348522507595
HEDGES,medium,Clover,0.07000000000000002,0.00044186688760011045
HEDGES,medium,Clover,0.08,0.0008077879038939519
HEDGES,medium,Clover,0.09,0.0020850593758630215
HEDGES,medium,Clover,0.1,0.004370339685169843
HEDGES,medium,Clover,0.11,0.007207953603976801
HEDGES,medium,Clover,0.12000000000000001,0.011088097210715272
HEDGES,medium,Clover,0.13,0.017288041977354323
HEDGES,medium,Clover,0.14000000000000004,0.024185307925987293
HEDGES,medium,Clover,0.15000000000000002,0.03276719138359569
HEDGES,medium,LSH,0.0,2.0753202910982595e-05
HEDGES,medium,LSH,0.01,0.0
HEDGES,medium,LSH,0.02,0.0
HEDGES,medium,LSH,0.030000000000000002,0.0
HEDGES,medium,LSH,0.04,0.0
HEDGES,medium,LSH,0.05,0.0
HEDGES,medium,LSH,0.060000000000000005,0.0
HEDGES,medium,LSH,0.07000000000000002,2.7616680475006903e-05
HEDGES,medium,LSH,0.08,0.00023474178403755868
HEDGES,medium,LSH,0.09,0.0007249378624689312
HEDGES,medium,LSH,0.1,0.0028376139188069594
HEDGES,medium,LSH,0.11,0.00636364895370255
HEDGES,medium,LSH,0.12000000000000001,0.012353489148116736
HEDGES,medium,LSH,0.13,0.020499661222194994
HEDGES,medium,LSH,0.14000000000000004,0.03208709459260784
HEDGES,medium,LSH,0.15000000000000002,0.04480494706387308
HEDGES,medium,Starcode,0.0,4.1629084853951296e-05
HEDGES,medium,Starcode,0.01,0.0
HEDGES,medium,Starcode,0.02,0.0
HEDGES,medium,Starcode,0.030000000000000002,0.0
HEDGES,medium,Starcode,0.04,0.00045567522783761396
HEDGES,medium,Starcode,0.05,0.006462303231151615
HEDGES,medium,Starcode,0.060000000000000005,0.019228113780723557
HEDGES,medium,Starcode,0.07000000000000002,0.028673018503175916
HEDGES,medium,Starcode,0.08,0.03611571389119028
HEDGES,medium,Starcode,0.09,0.04235708367854184
HEDGES,medium,Starcode,0.1,0.049226732946699804
HEDGES,medium,Starcode,0.11,0.05655205744269539
HEDGES,medium,Starcode,0.12000000000000001,0.06346313173156587
HEDGES,medium,Starcode,0.13,0.07086440209886771
HEDGES,medium,Starcode,0.14000000000000004,0.0776166804750069
HEDGES,medium,Starcode,0.15000000000000002,0.08516984258492129
YinYang,default,BasicSet,0.0,0.0
YinYang,default,BasicSet,0.01,0.0
YinYang,default,BasicSet,0.02,0.0016198961360712756
YinYang,default,BasicSet,0.030000000000000002,0.0059448083988253055
YinYang,default,BasicSet,0.04,0.011521038676923443
YinYang,default,BasicSet,0.05,0.016776249301485014
YinYang,default,BasicSet,0.060000000000000005,0.023267980073002247
YinYang,default,BasicSet,0.07000000000000002,0.029968078517318596
YinYang,default,BasicSet,0.08,0.03670970508361523
YinYang,default,BasicSet,0.09,0.04370623134816365
YinYang,default,BasicSet,0.1,0.05145552432226404
YinYang,default,BasicSet,0.11,0.057327647815522416
YinYang,default,BasicSet,0.12000000000000001,0.06505788746486255
YinYang,default,BasicSet,0.13,0.07232359807518224
YinYang,default,BasicSet,0.14000000000000004,0.08014912573252657
YinYang,default,BasicSet,0.15000000000000002,0.08728167691155314
YinYang,default,CDHit,0.0,0.0
YinYang,default,CDHit,0.01,0.0
YinYang,default,CDHit,0.02,0.0
YinYang,default,CDHit,0.030000000000000002,0.0
YinYang,default,CDHit,0.04,0.0
YinYang,default,CDHit,0.05,1.1911001000524084e-05
YinYang,default,CDHit,0.060000000000000005,1.1911001000524084e-05
YinYang,default,CDHit,0.07000000000000002,0.0
YinYang,default,CDHit,0.08,8.322731758355428e-05
YinYang,default,CDHit,0.09,5.955500500262042e-05
YinYang,default,CDHit,0.1,0.0006658185406684343
YinYang,default,CDHit,0.11,0.001961786771612351
YinYang,default,CDHit,0.12000000000000001,0.005659457595681691
YinYang,default,CDHit,0.13,0.01280432607556339
YinYang,default,CDHit,0.14000000000000004,0.02333365096002668
YinYang,default,CDHit,0.15000000000000002,0.03838915622468912
YinYang,default,Clover,0.0,0.0029433406916850625
YinYang,default,Clover,0.01,0.0
YinYang,default,Clover,0.02,0.0
YinYang,default,Clover,0.030000000000000002,0.0
YinYang,default,Clover,0.04,0.0
YinYang,default,Clover,0.05,0.0
YinYang,default,Clover,0.060000000000000005,2.3822002001048168e-05
YinYang,default,Clover,0.07000000000000002,0.00013102101100576492
YinYang,default,Clover,0.08,0.0005944808398825306
YinYang,default,Clover,0.09,0.001286388108056601
YinYang,default,Clover,0.1,0.0030373052551336413
YinYang,default,Clover,0.11,0.006086521511267807
YinYang,default,Clover,0.12000000000000001,0.009273901102167477
YinYang,default,Clover,0.13,0.01469817523464672
YinYang,default,Clover,0.14000000000000004,0.020141502691886227
YinYang,default,Clover,0.15000000000000002,0.029015198437276672
YinYang,default,LSH,0.0,0.0
YinYang,default,LSH,0.01,0.0
YinYang,default,LSH,0.02,0.0
YinYang,default,LSH,0.030000000000000002,0.0
YinYang,default,LSH,0.04,0.0
YinYang,default,LSH,0.05,0.0
YinYang,default,LSH,0.060000000000000005,0.0
YinYang,default,LSH,0.07000000000000002,0.0
